zero_crossings_max,zero_crossings_min,zero_crossings_mean,zero_crossings_std,zero_crossings_kurtosis,zero_crossings_skew,centroid_max,centroid_min,centroid_mean,centroid_std,centroid_kurtosis,centroid_skew,rolloff_frequency_max,rolloff_frequency_min,rolloff_frequency_mean,rolloff_frequency_std,rolloff_frequency_kurtosis,rolloff_frequency_skew,chroma_stft_max,chroma_stft_min,chroma_stft_mean,chroma_stft_std,chroma_stft_kurtosis,chroma_stft_skew,rmse_max,rmse_min,rmse_mean,rmse_std,rmse_kurtosis,rmse_skew,flux_max,flux_min,flux_mean,flux_std,flux_kurtosis,flux_skew,spectral_contrast_max,spectral_contrast_min,spectral_contrast_mean,spectral_contrast_std,spectral_contrast_kurtosis,spectral_contrast_skew,bandwidth_max,bandwidth_min,bandwidth_mean,bandwidth_std,bandwidth_kurtosis,bandwidth_skew,flatness_max,flatness_min,flatness_mean,flatness_std,flatness_kurtosis,flatness_skew,mfcc_0_max,mfcc_0_min,mfcc_0_mean,mfcc_0_std,mfcc_0_kurtosis,mfcc_0_skew,mfcc_1_max,mfcc_1_min,mfcc_1_mean,mfcc_1_std,mfcc_1_kurtosis,mfcc_1_skew,mfcc_2_max,mfcc_2_min,mfcc_2_mean,mfcc_2_std,mfcc_2_kurtosis,mfcc_2_skew,mfcc_3_max,mfcc_3_min,mfcc_3_mean,mfcc_3_std,mfcc_3_kurtosis,mfcc_3_skew,mfcc_4_max,mfcc_4_min,mfcc_4_mean,mfcc_4_std,mfcc_4_kurtosis,mfcc_4_skew,mfcc_5_max,mfcc_5_min,mfcc_5_mean,mfcc_5_std,mfcc_5_kurtosis,mfcc_5_skew,mfcc_6_max,mfcc_6_min,mfcc_6_mean,mfcc_6_std,mfcc_6_kurtosis,mfcc_6_skew,mfcc_7_max,mfcc_7_min,mfcc_7_mean,mfcc_7_std,mfcc_7_kurtosis,mfcc_7_skew,mfcc_8_max,mfcc_8_min,mfcc_8_mean,mfcc_8_std,mfcc_8_kurtosis,mfcc_8_skew,mfcc_9_max,mfcc_9_min,mfcc_9_mean,mfcc_9_std,mfcc_9_kurtosis,mfcc_9_skew,mfcc_10_max,mfcc_10_min,mfcc_10_mean,mfcc_10_std,mfcc_10_kurtosis,mfcc_10_skew,mfcc_11_max,mfcc_11_min,mfcc_11_mean,mfcc_11_std,mfcc_11_kurtosis,mfcc_11_skew,mfcc_12_max,mfcc_12_min,mfcc_12_mean,mfcc_12_std,mfcc_12_kurtosis,mfcc_12_skew,tempo,genre,file
0.75244140625,0.009765625,0.14458991945251937,0.08258483173269554,9.54083005179185,2.444110846953036,7412.694107651374,1022.1530147816185,3302.3420438339667,893.8663243021632,2.2929752704288546,1.1296857438975303,10335.9375,990.52734375,7302.98583984375,1531.6453006670506,-0.19414297056855467,-0.4624237448335336,1.0,0.0027392511,0.4110899,0.31164226,-0.9037823043006483,0.5834365473591975,0.47718674,0.016926559,0.20762356,0.09432177,-0.7238087922800891,0.4869105671313202,14.157544,0.0,1.6416572,2.1245158,7.7123415061523435,2.6253140891999696,48.907200242025354,4.696083063813683,18.029901984415364,4.787574203967533,1.6049512083335031,0.8954822216536927,4252.765012994484,2089.477503858863,3175.6811167004207,355.0042683926722,-0.35481344200474174,-0.12273535701040551,0.43837887,0.00022907622,0.06832543,0.066963345,5.048205669496426,1.9965781912343747,95.2687,-286.44592,-40.75277,62.358837,0.14900023496910242,-0.30972511422741456,124.888725,-42.85685,61.520374,23.913366,0.6980337510684111,-0.4066972491970877,81.333115,-54.313133,9.872293,20.230356,0.5822948846894578,0.19515076907060558,73.58404,-51.166637,10.101573,18.808237,0.2746434841423788,-0.24936817055917282,54.91632,-45.68448,8.463484,13.116723,0.6541290157312498,-0.48758569522948947,37.077377,-59.164604,5.3569007,14.191923,0.9028013438747062,-0.7761954084338372,38.536133,-32.225166,8.366929,10.86593,0.8684668588266229,-0.531510817043964,36.049194,-35.26779,3.4790535,10.680157,0.43026261763026863,-0.3778367524377015,37.14457,-34.13726,8.252054,9.640272,0.7093436188424116,-0.3713869638965234,45.19068,-30.00286,5.8832073,9.75398,0.9850248800318533,-0.24531926888159417,27.68713,-37.195454,-0.11308712,8.603966,0.6918462164141794,-0.542242777820642,26.984726,-25.49342,-0.5799573,8.6351595,0.37398506906658513,0.002263603457295013,21.563793,-23.538502,0.5441362,7.4031205,0.04649978972395097,-0.1787889859834518,117.45383522727273,pop,pop.00024.wav
0.68212890625,0.01171875,0.14582652010658914,0.1084057947300199,4.443655043566895,1.947595787969506,8040.036702698291,965.9172249988283,2940.712731837213,1290.5505711894946,0.9539246582236753,1.1672821607673973,10605.1025390625,2024.12109375,5750.233239462209,2206.236586901682,-1.086396546500081,0.4782602892299967,1.0,0.0001499063,0.33987328,0.31364033,-0.4109472266032834,0.9019504674533907,0.3646835,0.0113639785,0.16743225,0.07984497,-0.7284073381408329,0.21392827087100766,17.975073,0.0,2.0402162,2.4901044,7.132032577999357,2.491627743257666,46.98340101939094,3.9642965781463886,18.581817539470887,5.057891518169171,0.8687868140891424,0.6785221418917373,4089.8012756240605,1449.1995433712186,2628.9553034048736,546.2452862949937,-0.9669527682899264,0.13058555954657364,0.45515218,0.00016018942,0.061005514,0.09199859,4.614421727488768,2.236767249732736,79.693695,-451.27103,-87.77513,73.664085,0.7261025844611484,-0.394729243298343,170.65295,-69.61467,64.25835,45.23119,-0.14887767809695696,-0.5257050090460351,81.36376,-93.05138,-13.012464,26.995018,0.14689389309726542,-0.005523265947111002,79.30498,-47.837273,16.048355,20.19349,0.28483264397726993,-0.4017127174829435,52.94847,-47.968864,0.45783284,15.875398,-0.24272809665057382,0.011290451629477517,37.833076,-46.997543,0.39665252,13.496677,0.4751654414561699,-0.623484130793538,42.27012,-34.359432,4.4312577,11.725402,-0.1694519311530125,0.02866067383281585,36.273346,-48.1802,-2.735814,11.610551,0.6429652654259166,-0.3008844288699317,35.60034,-38.820606,-0.31449452,10.395959,0.5454851936959835,-0.02033315781383784,36.352356,-52.880173,-0.05968552,10.028855,0.43011553969148597,-0.2032040940646817,16.284245,-39.93038,-5.930056,9.249909,-0.10057768560234237,-0.38709096136614246,17.23422,-28.576944,-4.268469,8.942581,-0.4724752258604057,0.05316891683699756,24.365047,-36.742607,-3.5025346,8.5356865,0.2089865544298113,-0.2960278954786712,99.38401442307692,pop,pop.00058.wav
0.67626953125,0.01806640625,0.12127922117248062,0.08906007768977435,13.139049386984162,3.260255912639186,7513.716629601158,698.671998357735,2885.707646084236,988.1361711474581,6.117491229128149,2.0925037238169626,10454.3701171875,861.328125,6431.275038608285,1708.5107645840458,-0.17005840485224644,-0.1473550156702931,1.0,0.0066096303,0.40400136,0.2935533,-0.6113363320301168,0.7208511823574977,0.319897,0.07559308,0.19519746,0.04331118,-0.36760583228233434,0.08001219437724937,8.943311,0.0,1.2142627,1.0189103,9.610722751000914,2.6054031134869144,45.644997852796706,5.358098525254372,18.505466771221144,4.236303750024216,1.7249961430611513,0.7069448112425163,4032.3237181713503,1638.7299842365367,3010.023066686461,377.153798697543,0.22165177955471282,-0.16225228077765308,0.23902795,0.00023411085,0.037746437,0.03899802,3.962464950557325,1.9491608193327101,41.09945,-253.03072,-52.54096,47.07772,1.6628557625724065,-1.0773664278456732,146.00356,-28.044865,74.02975,24.561508,1.8219321052321416,-0.6802243386710127,110.79994,-42.06971,12.71195,25.276644,0.7635081011035658,0.8819886413878201,65.91336,-25.237703,24.488543,12.693145,0.6655536323569402,-0.113871842337875,55.832977,-16.078363,21.113337,10.918718,0.1790092952681661,-0.07261882920026559,46.12113,-47.299774,1.9061031,12.086368,0.7757220061032344,-0.047034145566751326,35.939056,-16.801315,6.785714,9.228917,-0.2501858932312997,0.15230674673815925,31.406254,-19.592625,4.703649,7.729413,0.11411065688686062,0.06436887724386313,34.14129,-16.167402,8.402254,8.276205,0.19121694163112535,0.0843485832310533,31.081667,-15.006624,8.2590885,7.49056,-0.17736525331143715,-0.15121524115715643,24.754812,-24.972225,-2.2498624,7.747367,0.15116107184536975,0.3672273112305748,21.192106,-34.03369,-1.2044683,6.925624,0.9107697465422984,-0.24017498582739938,15.289233,-25.78518,-2.6853569,6.3330646,0.29285193453754976,-0.3189046427245989,161.4990234375,pop,pop.00008.wav
0.67431640625,0.00390625,0.0725067375242248,0.07497580437430879,27.75117599389348,4.805041436780449,7523.680993248696,753.456471268506,1996.214761726014,978.0552346621417,9.724196596801493,2.575863723920962,10508.203125,1001.2939453125,4386.063090479651,1982.1878798459938,0.15113031898610174,0.8602649224469959,1.0,0.0003582441,0.35205263,0.30603072,-0.37146211564025444,0.8802304325192182,0.10003672,0.000659326,0.03758452,0.019958412,0.0918999089932484,0.6095118934224186,15.632699,0.0,1.3915385,1.909316,14.620313012291913,3.4656252982276334,37.74696970512512,4.547839922608282,18.657330057078152,4.699903708959029,0.2519729860362898,0.5748872492657359,3970.8554817059453,1361.296943759512,2426.1145487465146,556.7966691605085,-0.6741098694555294,0.28390135044101006,0.26481786,0.00033228632,0.01511375,0.0301279,25.049608805891005,4.613667355520205,-137.5426,-586.9825,-273.24985,86.09734,1.3819802974310598,-1.0239938891376332,166.01791,-62.570923,103.11523,34.690895,2.0830333509695427,-0.978702780355598,100.58391,-51.383152,8.769544,22.615887,0.47189352293723585,0.45064628726194456,84.57911,-17.604153,31.66065,13.954229,1.1460273734635393,-0.0035789782259542874,49.435837,-27.499393,12.529563,10.33293,0.4689292389786055,0.5342388638421851,34.396614,-44.48204,3.4701455,13.713891,0.15354907775617654,-0.8335986211029954,37.25486,-23.687756,3.953188,8.553654,1.3800166517657706,0.7789992036114064,27.34879,-31.581198,-0.18234801,8.040416,0.8880059987197031,-0.27576672615011294,17.871445,-36.797974,-3.9306571,8.567081,0.8809442345688807,-0.707380782937575,31.168995,-15.693719,3.2212565,7.7415133,1.01521845113575,0.9191184949292203,15.8052225,-30.062302,-6.3841834,6.5094156,0.940641057568016,-0.4041054089548906,20.465979,-25.784435,-1.5265234,7.071799,-0.17103638206513283,-0.07337786499356219,19.54303,-21.030888,-3.2000284,5.7975135,0.27292100851987655,0.051249953157527554,112.34714673913044,pop,pop.00079.wav
0.67138671875,0.0078125,0.14288207061531008,0.09281040199938963,2.602807695955839,1.2008296047856846,7387.70496723388,595.1208769439163,3126.08671597016,972.5282806595766,0.7399318978764735,0.4410828381072783,10314.404296875,742.8955078125,6621.743731831395,1892.036755648295,-0.6568616582364437,-0.4034467463892826,1.0,0.0019492495,0.45447117,0.29409915,-0.9326128406922538,0.42977977362328706,0.52215123,0.03907708,0.22283319,0.113581024,-0.3133141788863516,0.7750434708646149,14.426169,0.0,1.9486393,2.367217,4.763438280311952,2.1203665679054176,54.41195177471508,1.9898963173400919,17.410144985046827,4.920840004169183,2.0400966143426587,0.72868050123921,4141.1471713696255,1359.1751250622567,2970.6069867743954,471.4137252328075,0.1738548552053345,-0.30508479973154523,0.43710253,0.00015922042,0.076776534,0.08719696,1.5721011395830988,1.5235861658133967,123.38103,-334.09125,-42.81765,67.97054,0.5576038918403432,-0.06408163318094848,158.70761,-38.641346,62.736435,32.227627,0.13207254278222846,-0.12776134288589303,90.67894,-80.20538,4.7559814,26.330204,-0.06007359710309279,-0.15865710962275412,96.1153,-22.800896,24.087246,18.588161,0.9093638716814962,0.47879871295399107,61.963875,-66.825745,9.647763,16.620277,1.814562324271411,-0.4711735477533375,44.24825,-50.947586,-1.9162554,15.433329,0.05430726267567065,-0.48226906477074916,65.645,-24.827877,9.198419,14.001522,1.1707740358564251,0.8788414919440353,36.0562,-38.38159,-2.9703999,11.220305,0.17736576348222988,-0.00754858855863133,43.35874,-38.541847,3.1533473,11.417017,0.8154755766733923,0.024342925640970167,48.72577,-23.17725,5.931382,10.55578,1.1353826412047008,0.7335860428733397,28.591452,-39.534912,-4.787756,9.856799,0.1212677224637786,-0.483142901175143,39.41784,-20.379658,2.9988463,9.251537,0.7950295218110379,0.6328908477237395,27.504042,-34.374443,-1.2246321,8.387035,0.7402203148488198,-0.31061234607244664,103.359375,pop,pop.00078.wav
0.45166015625,0.03759765625,0.12594779554263566,0.0580433396242928,6.248160071874343,2.0170003070729376,5397.476828371862,1168.134850090444,2680.276179820624,761.8853521287868,1.8315558302650032,1.2962427722832477,9722.2412109375,2390.185546875,5535.243402525436,1658.9203750403694,-0.6108199200521147,0.59865104888648,1.0,0.003433854,0.38582343,0.29207364,-0.4203713387996677,0.8398337911131168,0.2956957,0.033469435,0.1638612,0.05122402,-0.7745590454611704,-0.005992790236971736,7.5423207,0.0,1.238356,0.9349084,9.928024064072163,2.6701028698206093,43.54345225509695,4.883221497064055,18.514769226083313,4.059026397409694,1.4624452567209767,0.6839107206726566,4058.5302047521986,1747.272911310283,2661.9321874930474,438.96165663301235,-0.11789129934425935,0.5852500149299066,0.39062154,0.0011512605,0.044372205,0.05360111,12.720509811187082,3.251857119777613,66.58813,-186.45021,-50.991096,47.171425,-0.24126214202997787,-0.41883154218231206,139.90138,-7.36545,80.19885,25.719614,0.7481062446612872,-0.619736218988623,62.743,-67.7357,-9.309325,20.408045,0.10196100554941845,0.384832000589031,59.55065,-18.081768,20.28548,12.483074,-0.08630536708422731,0.20323929420223866,50.91159,-31.987213,12.118515,12.501204,-0.10116525182812985,-0.058387746165236544,41.824303,-34.320187,6.7639556,10.405304,0.923947995251658,0.3017793208573877,38.26425,-21.347008,6.26272,8.875097,0.40939203471417906,0.28098944512724633,26.707634,-21.979479,3.4096086,8.724532,-0.2402597948669727,-0.07351172126559531,23.85257,-31.924938,-3.978284,8.568773,0.08174622039215329,0.008098555989616412,37.001785,-23.607231,2.5656307,10.3658285,-0.011590652764725817,0.2365884035632769,16.749529,-32.5287,-5.741147,7.566536,-0.03718109290045213,-0.19603726596017268,26.796066,-29.383179,0.45750293,8.032722,0.019248346862549504,-0.03737878279820286,25.41314,-29.736027,-0.5711792,8.074666,0.24720395909146964,-0.049295573212592425,99.38401442307692,pop,pop.00012.wav
0.4189453125,0.017578125,0.09964722625968993,0.05435033851303897,5.031123958567349,1.6978648770991023,5983.606452717623,865.0055325658744,2842.9077017498334,953.6475961979805,0.07554437188730567,0.5184045390094973,10088.3056640625,1270.458984375,6837.042378270349,1982.7701169097236,-0.1771263152619853,-0.8536494990784502,1.0,0.0020278671,0.3540429,0.29175442,-0.11635134354387988,0.9736675206567241,0.49736592,0.03419631,0.24310818,0.08175808,-0.0764047301112134,0.643463377701187,12.51664,0.0,1.6059535,1.6898967,7.48482523777877,2.4936424777298773,45.59130915813251,6.343675309746777,19.366242383410064,4.693372830620068,0.5326741462297053,0.6766302793176281,4057.2602477239393,1654.228799583106,3218.5824425010715,437.0861092948336,-0.07343080834293536,-0.6788413188222567,0.32488656,0.00047000128,0.031352904,0.04411412,10.211394833089292,2.8869531094503986,96.30093,-256.25345,-63.79238,60.32034,-0.3455309304565266,0.02771297613847249,164.04007,-25.908772,79.06912,28.763485,0.19003204243827998,-0.24051113133985366,138.85266,-17.490314,42.749287,25.048435,0.1718273805594781,0.39481427630258314,75.71797,-34.548477,16.096764,14.553702,0.8124400435010157,0.1389407502754818,54.26409,-27.575943,15.267271,13.194153,0.036309778572551465,-0.21423850220770338,56.139526,-22.602762,10.7959385,12.198874,0.13093296873246807,0.026531881991997724,55.817886,-20.212177,13.317796,11.281175,0.16477364378427728,0.3043099795157627,38.8572,-28.316298,3.6659389,9.8573065,0.38149463081381496,0.0011863025113291088,39.438248,-31.982723,4.930905,10.00896,0.2890306724654006,-0.18601637439311383,47.477905,-17.433296,10.704465,10.382567,-0.154898571061985,0.30916013567580986,26.70035,-28.728428,0.00073431444,8.930854,-0.03730894055855405,-0.1468066331698312,39.914993,-31.039745,3.5028028,9.1271105,1.0412155964915248,0.19031510980995955,29.780876,-30.723938,3.43782,8.625427,1.0965236469334805,-0.3663028356893129,107.666015625,pop,pop.00066.wav
0.6767578125,0.0068359375,0.12672071826550388,0.09729546643984813,7.1344747285143395,2.3325615664975445,7532.942458069395,509.94003183125807,3422.1429459344995,1040.4821462876378,0.9776601449163254,0.5455322948477076,10529.736328125,527.5634765625,7954.457042605378,1645.4201840900214,2.605293111386004,-1.4789825760114856,1.0,0.0007538914,0.38785902,0.3011207,-0.5847947807232177,0.7364425141614791,0.49250823,0.02324867,0.18580535,0.086823575,-0.3922466906574833,0.1698245992933328,12.652902,0.0,1.4483117,1.6554794,11.406661872917402,3.0004096598858436,46.71227454909713,3.91349697099961,18.886711174102366,4.385388946723322,0.9973896291081941,0.6076377754826081,4300.195258962952,1370.1884036343258,3410.1647782268255,405.1127875604012,4.100881882817277,-1.451295313062193,0.34191555,8.011074e-05,0.045746982,0.057572626,5.12551773409195,2.2568286124412738,76.32405,-322.62543,-94.69183,64.55634,0.4005103513720769,-0.44681262397050603,137.54117,-42.276806,55.666363,24.917238,1.5995240683555112,-0.32503884719492104,93.65196,-21.871616,29.26844,18.051323,0.40872754382849985,0.3557629964558304,79.67728,-24.880253,27.053207,17.14479,0.14877538015125147,-0.3100407763105764,49.64161,-36.146606,20.090336,11.841048,1.267201894655841,-0.5852603380660678,37.436058,-65.60806,1.1555725,15.001801,0.6742846793981103,-0.6746526543108275,44.27807,-20.380054,12.972563,11.672173,-0.29110100456686006,-0.17036260240923687,28.463242,-49.149467,-0.81301457,12.745609,0.2690121776711276,-0.6055904444276198,51.098785,-25.313484,8.901821,10.921708,0.7204145021622499,0.010643946976828767,26.256384,-49.895863,-0.66040766,11.215958,1.2953650398816334,-0.9441614840265301,19.634436,-39.41062,-5.330188,9.850749,-0.0522984558252384,-0.348465923243901,28.548166,-22.775488,2.2386155,8.599807,-0.03614876570145764,-0.05832649047912037,24.037493,-36.46549,-4.6229916,8.455378,0.9301680055786687,-0.6529677168855712,135.99917763157896,pop,pop.00000.wav
0.60107421875,0.04736328125,0.1646923449612403,0.06195304474052874,8.575624820382647,2.0039353723258597,6952.10007045646,1737.39661817363,3232.8315562324747,789.863901810039,2.204184692450819,1.1814211540401849,10583.5693359375,2777.783203125,6693.829885083575,1490.404838790228,-0.6427577280719299,-0.004413629434285765,1.0,0.0033020002,0.45145196,0.29196602,-0.8918162150235784,0.44169670897860613,0.5367781,0.007908873,0.24075462,0.08982743,0.09387296421255487,0.3789791875686944,15.677867,0.0,1.6502386,2.0170043,10.007447872470179,2.927732907238314,39.10444105118923,3.1377136179998857,16.229517457559602,3.981465274054541,1.249507637792414,0.6085975425582884,4322.743563003772,1844.9291176985844,2952.5606332689736,407.8928992466045,-0.0923058609299563,-0.09670224666956073,0.4264748,0.003982782,0.09030074,0.068229534,1.8424433280987076,1.2522647850133064,137.34712,-280.9567,4.846594,63.54393,0.7757379386862362,-0.6462633057832042,125.566986,-28.808617,64.61332,22.743868,0.8098267783783033,-0.551486751673186,86.132866,-66.72368,-2.5956917,27.148241,0.32004068314183254,0.5115121100951362,53.13115,-35.02462,10.394189,15.821597,-0.0254266484699337,-0.32428809705558403,40.858295,-30.423512,3.2205036,10.888374,0.08630394599227875,-0.06644700971156862,51.21082,-36.185738,7.784542,12.665712,0.47409978521364016,-0.017907957974974575,32.779263,-32.39042,3.078728,9.609674,-0.04536535127571284,-0.10065867622416387,32.58741,-32.711487,1.4029075,10.80043,-0.18123474141940932,-0.3979762020006943,44.949966,-23.786736,6.749191,9.791053,0.481666873297927,0.2505276838383074,39.223846,-19.19508,4.8853245,9.53363,-0.16129289553259074,0.04729920214162728,28.676998,-35.597496,3.2598276,8.3326,1.1971507151398333,-0.35948777463835846,27.566353,-32.12885,1.7330426,8.221854,0.40158285477833733,-0.32657345432044105,25.43188,-26.695866,3.3260052,7.3673983,0.5365729617319084,-0.3145374934838082,103.359375,pop,pop.00037.wav
0.591796875,0.0302734375,0.13704957000968992,0.0493515726127589,18.417553774449676,2.9218949539287156,7135.6622234972665,1200.8223886813105,2835.0431193709533,662.2241820218826,7.331932007991144,1.475696450123232,10282.1044921875,2024.12109375,5944.541185955669,1439.021676566608,0.12732533686120595,-0.2685997510860134,1.0,0.0012756565,0.4230476,0.29227906,-0.7177823254596429,0.5836097027848877,0.24026594,0.0012385458,0.13980639,0.050021958,0.5408501912096604,-0.9848961147373269,30.10198,0.0,1.3159151,1.763246,108.47665733748585,8.824541299646272,47.23306596076088,2.946017261093715,16.844910374675436,4.135456381571959,1.9497532312135872,0.7761372170088829,3894.9413046460436,1270.2779721417742,2731.652984315085,405.2959337281117,0.25389624063271166,-0.48669879050385106,0.24988817,0.0010467389,0.061393265,0.045133308,0.608901074245416,0.9028208557830728,37.236595,-467.45773,-69.11247,95.955284,7.427874322263037,-2.602106824123195,142.9407,-37.93885,73.77898,22.290804,4.201946473002714,-0.6586271607249912,47.462753,-114.03913,-12.471774,22.914547,1.3359149088669824,-1.0381220708177072,48.038918,-64.66244,9.525619,15.897293,1.0362885251159506,-0.8374816923730222,38.280354,-44.312397,-0.05114576,13.207099,0.5161499054794976,-0.6581968740047559,58.06958,-58.37227,12.708082,15.29763,1.870425438910881,-0.9358075656974256,40.466354,-40.544693,3.16207,11.665097,1.54585232066355,-0.8189592973425943,32.72767,-44.831375,-0.102521084,12.763323,0.2599972998420559,-0.7237133187176633,39.41812,-34.976112,2.5137467,10.508049,1.464022542541544,-0.3278583954705771,27.388865,-29.133514,2.8612013,7.5677295,1.306444307395135,-0.6571071223140245,28.21629,-33.955647,-1.6818126,8.526767,0.6811172089711683,-0.5341470361136289,19.340586,-37.18988,-3.0508645,9.780374,0.8512184558179321,-0.7930809935281027,19.769226,-23.309433,1.6015226,6.6547484,0.7003414945243631,-0.4406959150826294,99.38401442307692,pop,pop.00033.wav
